                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                    0*mm 0*mm 0*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |                       75*mm 240.000*mm 330*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer4_Segment01  |                 BMT  |DriftCuGround C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |175.254704*mm 175.255114*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer4_Segment02  |                 BMT  |DriftCuGround C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |175.254704*mm 175.255114*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer4_Segment03  |                 BMT  |DriftCuGround C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |175.254704*mm 175.255114*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer5_Segment01  |                 BMT  |CuGround Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |203.45*mm 203.451584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer5_Segment02  |                 BMT  |CuGround Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |203.45*mm 203.451584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer5_Segment03  |                 BMT  |CuGround Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |203.45*mm 203.451584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer5_Segment01  |                 BMT  |   PCB Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | 0000ff   |                Tube  |203.451584*mm 203.551584*mm 84.1855675419584*mm 0.84507049429325*deg 118.309859011414*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer5_Segment02  |                 BMT  |   PCB Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | 0000ff   |                Tube  |203.451584*mm 203.551584*mm 84.1855675419584*mm 0.84507049429325*deg 118.309859011414*deg  |               myFR4  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer5_Segment03  |                 BMT  |   PCB Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | 0000ff   |                Tube  |203.451584*mm 203.551584*mm 84.1855675419584*mm 0.84507049429325*deg 118.309859011414*deg  |               myFR4  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer5_Segment01  |                 BMT  |CuStrips Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | 353540   |                Tube  |203.551584*mm 203.563584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |     mybmtz6MMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer5_Segment02  |                 BMT  |CuStrips Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | 353540   |                Tube  |203.551584*mm 203.563584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |     mybmtz6MMStrips  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer5_Segment03  |                 BMT  |CuStrips Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | 353540   |                Tube  |203.551584*mm 203.563584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |     mybmtz6MMStrips  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer5_Segment01  |                 BMT  |KaptonStrips Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |203.563584*mm 203.638584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer5_Segment02  |                 BMT  |KaptonStrips Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |203.563584*mm 203.638584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer5_Segment03  |                 BMT  |KaptonStrips Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |203.563584*mm 203.638584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer5_Segment01  |                 BMT  |ResistStrips Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | 000000   |                Tube  |203.638584*mm 203.658584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |  mybmtz6ResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer5_Segment02  |                 BMT  |ResistStrips Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | 000000   |                Tube  |203.638584*mm 203.658584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |  mybmtz6ResistPaste  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer5_Segment03  |                 BMT  |ResistStrips Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | 000000   |                Tube  |203.638584*mm 203.658584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |  mybmtz6ResistPaste  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer5_Segment01  |                 BMT  |  Gas1 Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |203.658584*mm 203.786584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer5_Segment02  |                 BMT  |  Gas1 Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |203.658584*mm 203.786584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer5_Segment03  |                 BMT  |  Gas1 Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |203.658584*mm 203.786584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer5_Segment01  |                 BMT  |  Mesh Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | 252020   |                Tube  |203.786584*mm 203.804584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |         mybmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer5_Segment02  |                 BMT  |  Mesh Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | 252020   |                Tube  |203.786584*mm 203.804584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |         mybmtMMMesh  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer5_Segment03  |                 BMT  |  Mesh Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | 252020   |                Tube  |203.786584*mm 203.804584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |         mybmtMMMesh  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas2_Z_Layer5_Segment01  |                 BMT  | Gas2 Z, Layer 5,   Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |203.804584*mm 206.804584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 5 type manual 2 segment manual 1 strip manual 1 
BMT_Gas2_Z_Layer5_Segment02  |                 BMT  | Gas2 Z, Layer 5,   Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |203.804584*mm 206.804584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 5 type manual 2 segment manual 2 strip manual 1 
BMT_Gas2_Z_Layer5_Segment03  |                 BMT  | Gas2 Z, Layer 5,   Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |203.804584*mm 206.804584*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 5 type manual 2 segment manual 3 strip manual 1 
BMT_DriftCuElectrode_Z_Layer5_Segment01  |                 BMT  |DriftCuElectrode Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |206.804584*mm 206.804704*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_Z_Layer5_Segment02  |                 BMT  |DriftCuElectrode Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |206.804584*mm 206.804704*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_Z_Layer5_Segment03  |                 BMT  |DriftCuElectrode Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |206.804584*mm 206.804704*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer5_Segment01  |                 BMT  |DriftKapton Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |206.804704*mm 207.054704*mm 84.1855675419584*mm 0.831157779366793*deg 118.337684441266*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer5_Segment02  |                 BMT  |DriftKapton Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |206.804704*mm 207.054704*mm 84.1855675419584*mm 0.831157779366793*deg 118.337684441266*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer5_Segment03  |                 BMT  |DriftKapton Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |206.804704*mm 207.054704*mm 84.1855675419584*mm 0.831157779366793*deg 118.337684441266*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer5_Segment01  |                 BMT  |DriftCuGround Z, Layer 5,  Segment 01  |                     0*mm 0*mm 158.217113191704*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |207.054704*mm 207.055114*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer5_Segment02  |                 BMT  |DriftCuGround Z, Layer 5,  Segment 02  |                     0*mm 0*mm 158.217113191704*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |207.054704*mm 207.055114*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer5_Segment03  |                 BMT  |DriftCuGround Z, Layer 5,  Segment 03  |                     0*mm 0*mm 158.217113191704*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |207.054704*mm 207.055114*mm 84.1855675419584*mm 3.47887353484054*deg 113.042252930319*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer6_Segment01  |                 BMT  |CuGround C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |235.45*mm 235.451584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer6_Segment02  |                 BMT  |CuGround C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |235.45*mm 235.451584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer6_Segment03  |                 BMT  |CuGround C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |235.45*mm 235.451584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer6_Segment01  |                 BMT  |   PCB C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  | 0000ff   |                Tube  |235.451584*mm 235.551584*mm 97.4301012752065*mm 0.730192602120845*deg 118.539614795758*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer6_Segment02  |                 BMT  |   PCB C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  | 0000ff   |                Tube  |235.451584*mm 235.551584*mm 97.4301012752065*mm 0.730192602120845*deg 118.539614795758*deg  |               myFR4  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer6_Segment03  |                 BMT  |   PCB C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  | 0000ff   |                Tube  |235.451584*mm 235.551584*mm 97.4301012752065*mm 0.730192602120845*deg 118.539614795758*deg  |               myFR4  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer6_Segment01  |                 BMT  |CuStrips C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  | 353540   |                Tube  |235.551584*mm 235.563584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |     mybmtc6MMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer6_Segment02  |                 BMT  |CuStrips C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  | 353540   |                Tube  |235.551584*mm 235.563584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |     mybmtc6MMStrips  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer6_Segment03  |                 BMT  |CuStrips C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  | 353540   |                Tube  |235.551584*mm 235.563584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |     mybmtc6MMStrips  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer6_Segment01  |                 BMT  |KaptonStrips C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |235.563584*mm 235.638584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer6_Segment02  |                 BMT  |KaptonStrips C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |235.563584*mm 235.638584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer6_Segment03  |                 BMT  |KaptonStrips C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |235.563584*mm 235.638584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer6_Segment01  |                 BMT  |ResistStrips C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  | 000000   |                Tube  |235.638584*mm 235.658584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |  mybmtc6ResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer6_Segment02  |                 BMT  |ResistStrips C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  | 000000   |                Tube  |235.638584*mm 235.658584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |  mybmtc6ResistPaste  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer6_Segment03  |                 BMT  |ResistStrips C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  | 000000   |                Tube  |235.638584*mm 235.658584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |  mybmtc6ResistPaste  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer6_Segment01  |                 BMT  |  Gas1 C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |235.658584*mm 235.786584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer6_Segment02  |                 BMT  |  Gas1 C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |235.658584*mm 235.786584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer6_Segment03  |                 BMT  |  Gas1 C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |235.658584*mm 235.786584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer6_Segment01  |                 BMT  |  Mesh C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  | 252020   |                Tube  |235.786584*mm 235.804584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |         mybmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer6_Segment02  |                 BMT  |  Mesh C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  | 252020   |                Tube  |235.786584*mm 235.804584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |         mybmtMMMesh  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer6_Segment03  |                 BMT  |  Mesh C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  | 252020   |                Tube  |235.786584*mm 235.804584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |         mybmtMMMesh  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas2_C_Layer6_Segment01  |                 BMT  | Gas2 C, Layer 6,   Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |235.804584*mm 238.804584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 6 type manual 1 segment manual 1 strip manual 1 
BMT_Gas2_C_Layer6_Segment02  |                 BMT  | Gas2 C, Layer 6,   Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |235.804584*mm 238.804584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 6 type manual 1 segment manual 2 strip manual 1 
BMT_Gas2_C_Layer6_Segment03  |                 BMT  | Gas2 C, Layer 6,   Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |235.804584*mm 238.804584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 6 type manual 1 segment manual 3 strip manual 1 
BMT_DriftCuElectrode_C_Layer6_Segment01  |                 BMT  |DriftCuElectrode C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |238.804584*mm 238.809584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_C_Layer6_Segment02  |                 BMT  |DriftCuElectrode C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |238.804584*mm 238.809584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_C_Layer6_Segment03  |                 BMT  |DriftCuElectrode C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |238.804584*mm 238.809584*mm 97.4301012752065*mm 3.00595954539748*deg 113.988080909205*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer6_Segment01  |                 BMT  |DriftKapton C, Layer 6,  Segment 01  |                     0*mm 0*mm 183.108694421471*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |238.809584*mm 239.059584*mm 97.4301012752065*mm 0.719767337893972*deg 118.560465324212*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer6_Segment02  |                 BMT  |DriftKapton C, Layer 6,  Segment 02  |                     0*mm 0*mm 183.108694421471*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |238.809584*mm 239.059584*mm 97.4301012752065*mm 0.719767337893972*deg 118.560465324212*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer6_Segment03  |                 BMT  |DriftKapton C, Layer 6,  Segment 03  |                     0*mm 0*mm 183.108694421471*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |238.809584*mm 239.059584*mm 97.4301012752065*mm 0.719767337893972*deg 118.560465324212*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
