         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                    0.4*cm 23.5*cm 32.227*cm 0.*deg 360.*deg  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
superlayer5_layer1_ahdccell70_subcell1  |         ahdc_mother  |         AHDCcell 70 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -20.784426*mm     -66.843157*mm     -22.894757*mm     -66.150057*mm     -21.586486*mm     -62.370054*mm     -19.596745*mm     -63.023548*mm     -42.392678*mm     -55.703329*mm     -44.138687*mm     -54.330253*mm     -41.616476*mm     -51.225667*mm     -39.970239*mm     -52.520281*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 70 side manual 0 
superlayer5_layer1_ahdccell70_subcell2  |         ahdc_mother  |         AHDCcell 70 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -19.596745*mm     -63.023548*mm     -17.587272*mm     -63.613582*mm     -18.653167*mm     -67.468951*mm     -20.784426*mm     -66.843157*mm     -39.970239*mm     -52.520281*mm     -38.283756*mm     -53.762013*mm     -40.603984*mm     -57.020317*mm     -42.392678*mm     -55.703329*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 70 side manual 0 
superlayer5_layer1_ahdccell71_subcell1  |         ahdc_mother  |         AHDCcell 71 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -16.503125*mm     -68.026810*mm     -18.653167*mm     -67.468951*mm     -17.587272*mm     -63.613582*mm     -15.560090*mm     -64.139564*mm     -38.774404*mm     -58.279890*mm     -40.603984*mm     -57.020317*mm     -38.283756*mm     -53.762013*mm     -36.558724*mm     -54.949610*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 71 side manual 0 
superlayer5_layer1_ahdccell71_subcell2  |         ahdc_mother  |         AHDCcell 71 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -15.560090*mm     -64.139564*mm     -13.517240*mm     -64.600961*mm     -14.336467*mm     -68.516171*mm     -16.503125*mm     -68.026810*mm     -36.558724*mm     -54.949610*mm     -34.796881*mm     -56.081878*mm     -36.905783*mm     -59.480780*mm     -38.774404*mm     -58.279890*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 71 side manual 0 
superlayer5_layer1_ahdccell72_subcell1  |         ahdc_mother  |         AHDCcell 72 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -12.155372*mm     -68.936543*mm     -14.336467*mm     -68.516171*mm     -13.517240*mm     -64.600961*mm     -11.460780*mm     -64.997312*mm     -35.000000*mm     -60.621778*mm     -36.905783*mm     -59.480780*mm     -34.796881*mm     -56.081878*mm     -33.000000*mm     -57.157677*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 72 side manual 0 
superlayer5_layer1_ahdccell72_subcell2  |         ahdc_mother  |         AHDCcell 72 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -11.460780*mm     -64.997312*mm      -9.392779*mm     -65.328215*mm      -9.962039*mm     -69.287501*mm     -12.155372*mm     -68.936543*mm     -33.000000*mm     -57.157677*mm     -31.169891*mm     -58.175922*mm     -33.058975*mm     -61.701735*mm     -35.000000*mm     -60.621778*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 72 side manual 0 
superlayer5_layer1_ahdccell73_subcell1  |         ahdc_mother  |         AHDCcell 73 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      -7.758674*mm     -69.568693*mm      -9.962039*mm     -69.287501*mm      -9.392779*mm     -65.328215*mm      -7.315321*mm     -65.593339*mm     -31.084663*mm     -62.719564*mm     -33.058975*mm     -61.701735*mm     -31.169891*mm     -58.175922*mm     -29.308396*mm     -59.135589*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 73 side manual 0 
superlayer5_layer1_ahdccell73_subcell2  |         ahdc_mother  |         AHDCcell 73 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      -7.315321*mm     -65.593339*mm      -5.230497*mm     -65.792415*mm      -5.547497*mm     -69.779834*mm      -7.758674*mm     -69.568693*mm     -29.308396*mm     -59.135589*mm     -27.417391*mm     -60.035712*mm     -29.079051*mm     -63.674240*mm     -31.084663*mm     -62.719564*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 73 side manual 0 
superlayer5_layer1_ahdccell74_subcell1  |         ahdc_mother  |         AHDCcell 74 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      -3.330734*mm     -69.920714*mm      -5.547497*mm     -69.779834*mm      -5.230497*mm     -65.792415*mm      -3.140406*mm     -65.925244*mm     -27.044159*mm     -64.564801*mm     -29.079051*mm     -63.674240*mm     -27.417391*mm     -60.035712*mm     -25.498778*mm     -60.875383*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 74 side manual 0 
superlayer5_layer1_ahdccell74_subcell2  |         ahdc_mother  |         AHDCcell 74 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      -3.140406*mm     -65.925244*mm      -1.047154*mm     -65.991692*mm      -1.110617*mm     -69.991189*mm      -3.330734*mm     -69.920714*mm     -25.498778*mm     -60.875383*mm     -23.554491*mm     -61.653759*mm     -24.982036*mm     -65.390350*mm     -27.044159*mm     -64.564801*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 74 side manual 0 
superlayer5_layer1_ahdccell75_subcell1  |         ahdc_mother  |         AHDCcell 75 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm       1.110617*mm     -69.991189*mm      -1.110617*mm     -69.991189*mm      -1.047154*mm     -65.991692*mm       1.047154*mm     -65.991692*mm     -22.894757*mm     -66.150057*mm     -24.982036*mm     -65.390350*mm     -23.554491*mm     -61.653759*mm     -21.586486*mm     -62.370054*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 75 side manual 0 
superlayer5_layer1_ahdccell75_subcell2  |         ahdc_mother  |         AHDCcell 75 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm       1.047154*mm     -65.991692*mm       3.140406*mm     -65.925244*mm       3.330734*mm     -69.920714*mm       1.110617*mm     -69.991189*mm     -21.586486*mm     -62.370054*mm     -19.596745*mm     -63.023548*mm     -20.784426*mm     -66.843157*mm     -22.894757*mm     -66.150057*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 75 side manual 0 
superlayer5_layer1_ahdccell76_subcell1  |         ahdc_mother  |         AHDCcell 76 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm       5.547497*mm     -69.779834*mm       3.330734*mm     -69.920714*mm       3.140406*mm     -65.925244*mm       5.230497*mm     -65.792415*mm     -18.653167*mm     -67.468951*mm     -20.784426*mm     -66.843157*mm     -19.596745*mm     -63.023548*mm     -17.587272*mm     -63.613582*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 76 side manual 0 
superlayer5_layer1_ahdccell76_subcell2  |         ahdc_mother  |         AHDCcell 76 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm       5.230497*mm     -65.792415*mm       7.315321*mm     -65.593339*mm       7.758674*mm     -69.568693*mm       5.547497*mm     -69.779834*mm     -17.587272*mm     -63.613582*mm     -15.560090*mm     -64.139564*mm     -16.503125*mm     -68.026810*mm     -18.653167*mm     -67.468951*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 76 side manual 0 
superlayer5_layer1_ahdccell77_subcell1  |         ahdc_mother  |         AHDCcell 77 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm       9.962039*mm     -69.287501*mm       7.758674*mm     -69.568693*mm       7.315321*mm     -65.593339*mm       9.392779*mm     -65.328215*mm     -14.336467*mm     -68.516171*mm     -16.503125*mm     -68.026810*mm     -15.560090*mm     -64.139564*mm     -13.517240*mm     -64.600961*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 77 side manual 0 
superlayer5_layer1_ahdccell77_subcell2  |         ahdc_mother  |         AHDCcell 77 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm       9.392779*mm     -65.328215*mm      11.460780*mm     -64.997312*mm      12.155372*mm     -68.936543*mm       9.962039*mm     -69.287501*mm     -13.517240*mm     -64.600961*mm     -11.460780*mm     -64.997312*mm     -12.155372*mm     -68.936543*mm     -14.336467*mm     -68.516171*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 77 side manual 0 
superlayer5_layer1_ahdccell78_subcell1  |         ahdc_mother  |         AHDCcell 78 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      14.336467*mm     -68.516171*mm      12.155372*mm     -68.936543*mm      11.460780*mm     -64.997312*mm      13.517240*mm     -64.600961*mm      -9.962039*mm     -69.287501*mm     -12.155372*mm     -68.936543*mm     -11.460780*mm     -64.997312*mm      -9.392779*mm     -65.328215*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 78 side manual 0 
superlayer5_layer1_ahdccell78_subcell2  |         ahdc_mother  |         AHDCcell 78 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      13.517240*mm     -64.600961*mm      15.560090*mm     -64.139564*mm      16.503125*mm     -68.026810*mm      14.336467*mm     -68.516171*mm      -9.392779*mm     -65.328215*mm      -7.315321*mm     -65.593339*mm      -7.758674*mm     -69.568693*mm      -9.962039*mm     -69.287501*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 78 side manual 0 
superlayer5_layer1_ahdccell79_subcell1  |         ahdc_mother  |         AHDCcell 79 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      18.653167*mm     -67.468951*mm      16.503125*mm     -68.026810*mm      15.560090*mm     -64.139564*mm      17.587272*mm     -63.613582*mm      -5.547497*mm     -69.779834*mm      -7.758674*mm     -69.568693*mm      -7.315321*mm     -65.593339*mm      -5.230497*mm     -65.792415*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 79 side manual 0 
superlayer5_layer1_ahdccell79_subcell2  |         ahdc_mother  |         AHDCcell 79 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      17.587272*mm     -63.613582*mm      19.596745*mm     -63.023548*mm      20.784426*mm     -66.843157*mm      18.653167*mm     -67.468951*mm      -5.230497*mm     -65.792415*mm      -3.140406*mm     -65.925244*mm      -3.330734*mm     -69.920714*mm      -5.547497*mm     -69.779834*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 79 side manual 0 
superlayer5_layer1_ahdccell80_subcell1  |         ahdc_mother  |         AHDCcell 80 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      22.894757*mm     -66.150057*mm      20.784426*mm     -66.843157*mm      19.596745*mm     -63.023548*mm      21.586486*mm     -62.370054*mm      -1.110617*mm     -69.991189*mm      -3.330734*mm     -69.920714*mm      -3.140406*mm     -65.925244*mm      -1.047154*mm     -65.991692*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 80 side manual 0 
superlayer5_layer1_ahdccell80_subcell2  |         ahdc_mother  |         AHDCcell 80 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      21.586486*mm     -62.370054*mm      23.554491*mm     -61.653759*mm      24.982036*mm     -65.390350*mm      22.894757*mm     -66.150057*mm      -1.047154*mm     -65.991692*mm       1.047154*mm     -65.991692*mm       1.110617*mm     -69.991189*mm      -1.110617*mm     -69.991189*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 80 side manual 0 
superlayer5_layer1_ahdccell81_subcell1  |         ahdc_mother  |         AHDCcell 81 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      27.044159*mm     -64.564801*mm      24.982036*mm     -65.390350*mm      23.554491*mm     -61.653759*mm      25.498778*mm     -60.875383*mm       3.330734*mm     -69.920714*mm       1.110617*mm     -69.991189*mm       1.047154*mm     -65.991692*mm       3.140406*mm     -65.925244*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 81 side manual 0 
superlayer5_layer1_ahdccell81_subcell2  |         ahdc_mother  |         AHDCcell 81 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      25.498778*mm     -60.875383*mm      27.417391*mm     -60.035712*mm      29.079051*mm     -63.674240*mm      27.044159*mm     -64.564801*mm       3.140406*mm     -65.925244*mm       5.230497*mm     -65.792415*mm       5.547497*mm     -69.779834*mm       3.330734*mm     -69.920714*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 81 side manual 0 
superlayer5_layer1_ahdccell82_subcell1  |         ahdc_mother  |         AHDCcell 82 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      31.084663*mm     -62.719564*mm      29.079051*mm     -63.674240*mm      27.417391*mm     -60.035712*mm      29.308396*mm     -59.135589*mm       7.758674*mm     -69.568693*mm       5.547497*mm     -69.779834*mm       5.230497*mm     -65.792415*mm       7.315321*mm     -65.593339*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 82 side manual 0 
superlayer5_layer1_ahdccell82_subcell2  |         ahdc_mother  |         AHDCcell 82 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      29.308396*mm     -59.135589*mm      31.169891*mm     -58.175922*mm      33.058975*mm     -61.701735*mm      31.084663*mm     -62.719564*mm       7.315321*mm     -65.593339*mm       9.392779*mm     -65.328215*mm       9.962039*mm     -69.287501*mm       7.758674*mm     -69.568693*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 82 side manual 0 
superlayer5_layer1_ahdccell83_subcell1  |         ahdc_mother  |         AHDCcell 83 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      35.000000*mm     -60.621778*mm      33.058975*mm     -61.701735*mm      31.169891*mm     -58.175922*mm      33.000000*mm     -57.157677*mm      12.155372*mm     -68.936543*mm       9.962039*mm     -69.287501*mm       9.392779*mm     -65.328215*mm      11.460780*mm     -64.997312*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 83 side manual 0 
superlayer5_layer1_ahdccell83_subcell2  |         ahdc_mother  |         AHDCcell 83 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      33.000000*mm     -57.157677*mm      34.796881*mm     -56.081878*mm      36.905783*mm     -59.480780*mm      35.000000*mm     -60.621778*mm      11.460780*mm     -64.997312*mm      13.517240*mm     -64.600961*mm      14.336467*mm     -68.516171*mm      12.155372*mm     -68.936543*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 83 side manual 0 
superlayer5_layer1_ahdccell84_subcell1  |         ahdc_mother  |         AHDCcell 84 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      38.774404*mm     -58.279890*mm      36.905783*mm     -59.480780*mm      34.796881*mm     -56.081878*mm      36.558724*mm     -54.949610*mm      16.503125*mm     -68.026810*mm      14.336467*mm     -68.516171*mm      13.517240*mm     -64.600961*mm      15.560090*mm     -64.139564*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 84 side manual 0 
superlayer5_layer1_ahdccell84_subcell2  |         ahdc_mother  |         AHDCcell 84 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      36.558724*mm     -54.949610*mm      38.283756*mm     -53.762013*mm      40.603984*mm     -57.020317*mm      38.774404*mm     -58.279890*mm      15.560090*mm     -64.139564*mm      17.587272*mm     -63.613582*mm      18.653167*mm     -67.468951*mm      16.503125*mm     -68.026810*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 84 side manual 0 
superlayer5_layer1_ahdccell85_subcell1  |         ahdc_mother  |         AHDCcell 85 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      42.392678*mm     -55.703329*mm      40.603984*mm     -57.020317*mm      38.283756*mm     -53.762013*mm      39.970239*mm     -52.520281*mm      20.784426*mm     -66.843157*mm      18.653167*mm     -67.468951*mm      17.587272*mm     -63.613582*mm      19.596745*mm     -63.023548*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 85 side manual 0 
superlayer5_layer1_ahdccell85_subcell2  |         ahdc_mother  |         AHDCcell 85 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      39.970239*mm     -52.520281*mm      41.616476*mm     -51.225667*mm      44.138687*mm     -54.330253*mm      42.392678*mm     -55.703329*mm      19.596745*mm     -63.023548*mm      21.586486*mm     -62.370054*mm      22.894757*mm     -66.150057*mm      20.784426*mm     -66.843157*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 85 side manual 0 
superlayer5_layer1_ahdccell86_subcell1  |         ahdc_mother  |         AHDCcell 86 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      45.840251*mm     -52.902470*mm      44.138687*mm     -54.330253*mm      41.616476*mm     -51.225667*mm      43.220808*mm     -49.879472*mm      24.982036*mm     -65.390350*mm      22.894757*mm     -66.150057*mm      21.586486*mm     -62.370054*mm      23.554491*mm     -61.653759*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 86 side manual 0 
superlayer5_layer1_ahdccell86_subcell2  |         ahdc_mother  |         AHDCcell 86 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      43.220808*mm     -49.879472*mm      44.781621*mm     -48.483053*mm      47.495659*mm     -51.421420*mm      45.840251*mm     -52.902470*mm      23.554491*mm     -61.653759*mm      25.498778*mm     -60.875383*mm      27.044159*mm     -64.564801*mm      24.982036*mm     -65.390350*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 86 side manual 0 
superlayer5_layer1_ahdccell87_subcell1  |         ahdc_mother  |         AHDCcell 87 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      49.103242*mm     -49.888592*mm      47.495659*mm     -51.421420*mm      44.781621*mm     -48.483053*mm      46.297343*mm     -47.037815*mm      29.079051*mm     -63.674240*mm      27.044159*mm     -64.564801*mm      25.498778*mm     -60.875383*mm      27.417391*mm     -60.035712*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 87 side manual 0 
superlayer5_layer1_ahdccell87_subcell2  |         ahdc_mother  |         AHDCcell 87 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      46.297343*mm     -47.037815*mm      47.766447*mm     -45.545215*mm      50.661383*mm     -48.305531*mm      49.103242*mm     -49.888592*mm      27.417391*mm     -60.035712*mm      29.308396*mm     -59.135589*mm      31.084663*mm     -62.719564*mm      29.079051*mm     -63.674240*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 87 side manual 0 
superlayer5_layer1_ahdccell88_subcell1  |         ahdc_mother  |         AHDCcell 88 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      52.168511*mm     -46.673830*mm      50.661383*mm     -48.305531*mm      47.766447*mm     -45.545215*mm      49.187454*mm     -44.006754*mm      33.058975*mm     -61.701735*mm      31.084663*mm     -62.719564*mm      29.308396*mm     -59.135589*mm      31.169891*mm     -58.175922*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 88 side manual 0 
superlayer5_layer1_ahdccell88_subcell2  |         ahdc_mother  |         AHDCcell 88 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      49.187454*mm     -44.006754*mm      50.558933*mm     -42.423982*mm      53.623111*mm     -44.995133*mm      52.168511*mm     -46.673830*mm      31.169891*mm     -58.175922*mm      33.000000*mm     -57.157677*mm      35.000000*mm     -60.621778*mm      33.058975*mm     -61.701735*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 88 side manual 0 
superlayer5_layer1_ahdccell89_subcell1  |         ahdc_mother  |         AHDCcell 89 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      55.023717*mm     -43.271129*mm      53.623111*mm     -44.995133*mm      50.558933*mm     -42.423982*mm      51.879504*mm     -40.798493*mm      36.905783*mm     -59.480780*mm      35.000000*mm     -60.621778*mm      33.000000*mm     -57.157677*mm      34.796881*mm     -56.081878*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 89 side manual 0 
