         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                    0.4*cm 23.5*cm 32.227*cm 0.*deg 360.*deg  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
superlayer5_layer1_ahdccell89_subcell2  |         ahdc_mother  |         AHDCcell 89 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      51.879504*mm     -40.798493*mm      53.147837*mm     -39.131923*mm      56.368918*mm     -41.503555*mm      55.023717*mm     -43.271129*mm      34.796881*mm     -56.081878*mm      36.558724*mm     -54.949610*mm      38.774404*mm     -58.279890*mm      36.905783*mm     -59.480780*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 89 side manual 0 
superlayer5_layer1_ahdccell90_subcell1  |         ahdc_mother  |         AHDCcell 90 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      57.657361*mm     -39.694190*mm      56.368918*mm     -41.503555*mm      53.147837*mm     -39.131923*mm      54.362654*mm     -37.425951*mm      40.603984*mm     -57.020317*mm      38.774404*mm     -58.279890*mm      36.558724*mm     -54.949610*mm      38.283756*mm     -53.762013*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 90 side manual 0 
superlayer5_layer1_ahdccell90_subcell2  |         ahdc_mother  |         AHDCcell 90 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      54.362654*mm     -37.425951*mm      55.522733*mm     -35.682294*mm      58.887747*mm     -37.844857*mm      57.657361*mm     -39.694190*mm      38.283756*mm     -53.762013*mm      39.970239*mm     -52.520281*mm      42.392678*mm     -55.703329*mm      40.603984*mm     -57.020317*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 90 side manual 0 
superlayer5_layer1_ahdccell91_subcell1  |         ahdc_mother  |         AHDCcell 91 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      60.058839*mm     -35.957417*mm      58.887747*mm     -37.844857*mm      55.522733*mm     -35.682294*mm      56.626905*mm     -33.902708*mm      44.138687*mm     -54.330253*mm      42.392678*mm     -55.703329*mm      39.970239*mm     -52.520281*mm      41.616476*mm     -51.225667*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 91 side manual 0 
superlayer5_layer1_ahdccell91_subcell2  |         ahdc_mother  |         AHDCcell 91 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      56.626905*mm     -33.902708*mm      57.674059*mm     -32.088985*mm      61.169456*mm     -34.033772*mm      60.058839*mm     -35.957417*mm      41.616476*mm     -51.225667*mm      43.220808*mm     -49.879472*mm      45.840251*mm     -52.902470*mm      44.138687*mm     -54.330253*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 91 side manual 0 
superlayer5_layer1_ahdccell92_subcell1  |         ahdc_mother  |         AHDCcell 92 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      62.218481*mm     -32.075857*mm      61.169456*mm     -34.033772*mm      57.674059*mm     -32.088985*mm      58.663140*mm     -30.242950*mm      47.495659*mm     -51.421420*mm      45.840251*mm     -52.902470*mm      43.220808*mm     -49.879472*mm      44.781621*mm     -48.483053*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 92 side manual 0 
superlayer5_layer1_ahdccell92_subcell2  |         ahdc_mother  |         AHDCcell 92 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      58.663140*mm     -30.242950*mm      59.593152*mm     -28.366464*mm      63.204858*mm     -30.085644*mm      62.218481*mm     -32.075857*mm      44.781621*mm     -48.483053*mm      46.297343*mm     -47.037815*mm      49.103242*mm     -49.888592*mm      47.495659*mm     -51.421420*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 92 side manual 0 
superlayer5_layer1_ahdccell93_subcell1  |         ahdc_mother  |         AHDCcell 93 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      64.127592*mm     -28.065137*mm      63.204858*mm     -30.085644*mm      59.593152*mm     -28.366464*mm      60.463158*mm     -26.461415*mm      50.661383*mm     -48.305531*mm      49.103242*mm     -49.888592*mm      46.297343*mm     -47.037815*mm      47.766447*mm     -45.545215*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 93 side manual 0 
superlayer5_layer1_ahdccell93_subcell2  |         ahdc_mother  |         AHDCcell 93 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      60.463158*mm     -26.461415*mm      61.272284*mm     -24.529722*mm      64.985755*mm     -26.016372*mm      64.127592*mm     -28.065137*mm      47.766447*mm     -45.545215*mm      49.187454*mm     -44.006754*mm      52.168511*mm     -46.673830*mm      50.661383*mm     -48.305531*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 93 side manual 0 
superlayer5_layer1_ahdccell94_subcell1  |         ahdc_mother  |         AHDCcell 94 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      65.778483*mm     -23.941410*mm      64.985755*mm     -26.016372*mm      61.272284*mm     -24.529722*mm      62.019713*mm     -22.573329*mm      53.623111*mm     -44.995133*mm      52.168511*mm     -46.673830*mm      49.187454*mm     -44.006754*mm      50.558933*mm     -42.423982*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 94 side manual 0 
superlayer5_layer1_ahdccell94_subcell2  |         ahdc_mother  |         AHDCcell 94 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      62.019713*mm     -22.573329*mm      62.704694*mm     -20.594207*mm      66.504978*mm     -21.842341*mm      65.778483*mm     -23.941410*mm      50.558933*mm     -42.423982*mm      51.879504*mm     -40.798493*mm      55.023717*mm     -43.271129*mm      53.623111*mm     -44.995133*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 94 side manual 0 
superlayer5_layer1_ahdccell95_subcell1  |         ahdc_mother  |         AHDCcell 95 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      67.164508*mm     -19.721279*mm      66.504978*mm     -21.842341*mm      62.704694*mm     -20.594207*mm      63.326536*mm     -18.594349*mm      56.368918*mm     -41.503555*mm      55.023717*mm     -43.271129*mm      51.879504*mm     -40.798493*mm      53.147837*mm     -39.131923*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 95 side manual 0 
superlayer5_layer1_ahdccell95_subcell2  |         ahdc_mother  |         AHDCcell 95 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      63.326536*mm     -18.594349*mm      63.884614*mm     -16.575767*mm      67.756409*mm     -17.580359*mm      67.164508*mm     -19.721279*mm      53.147837*mm     -39.131923*mm      54.362654*mm     -37.425951*mm      57.657361*mm     -39.694190*mm      56.368918*mm     -41.503555*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 95 side manual 0 
superlayer5_layer1_ahdccell96_subcell1  |         ahdc_mother  |         AHDCcell 96 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      68.280085*mm     -15.421737*mm      67.756409*mm     -17.580359*mm      63.884614*mm     -16.575767*mm      64.378366*mm     -14.540495*mm      58.887747*mm     -37.844857*mm      57.657361*mm     -39.694190*mm      54.362654*mm     -37.425951*mm      55.522733*mm     -35.682294*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 96 side manual 0 
superlayer5_layer1_ahdccell96_subcell2  |         ahdc_mother  |         AHDCcell 96 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      64.378366*mm     -14.540495*mm      64.807294*mm     -12.490582*mm      68.735009*mm     -13.247587*mm      68.280085*mm     -15.421737*mm      55.522733*mm     -35.682294*mm      56.626905*mm     -33.902708*mm      60.058839*mm     -35.957417*mm      58.887747*mm     -37.844857*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 96 side manual 0 
superlayer5_layer1_ahdccell97_subcell1  |         ahdc_mother  |         AHDCcell 97 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      69.120722*mm     -11.060098*mm      68.735009*mm     -13.247587*mm      64.807294*mm     -12.490582*mm      65.170967*mm     -10.428092*mm      61.169456*mm     -34.033772*mm      60.058839*mm     -35.957417*mm      56.626905*mm     -33.902708*mm      57.674059*mm     -32.088985*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 97 side manual 0 
superlayer5_layer1_ahdccell97_subcell2  |         ahdc_mother  |         AHDCcell 97 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      65.170967*mm     -10.428092*mm      65.469018*mm      -8.355102*mm      69.436837*mm      -8.861472*mm      69.120722*mm     -11.060098*mm      57.674059*mm     -32.088985*mm      58.663140*mm     -30.242950*mm      62.218481*mm     -32.075857*mm      61.169456*mm     -34.033772*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 97 side manual 0 
superlayer5_layer1_ahdccell98_subcell1  |         ahdc_mother  |         AHDCcell 98 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      69.683035*mm      -6.653923*mm      69.436837*mm      -8.861472*mm      65.469018*mm      -8.355102*mm      65.701147*mm      -6.273699*mm      63.204858*mm     -30.085644*mm      62.218481*mm     -32.075857*mm      58.663140*mm     -30.242950*mm      59.593152*mm     -28.366464*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 98 side manual 0 
superlayer5_layer1_ahdccell98_subcell2  |         ahdc_mother  |         AHDCcell 98 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      65.701147*mm      -6.273699*mm      65.867121*mm      -4.185979*mm      69.859067*mm      -4.439674*mm      69.683035*mm      -6.653923*mm      59.593152*mm     -28.366464*mm      60.463158*mm     -26.461415*mm      64.127592*mm     -28.065137*mm      63.204858*mm     -30.085644*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 98 side manual 0 
superlayer5_layer1_ahdccell99_subcell1  |         ahdc_mother  |         AHDCcell 99 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      69.964758*mm      -2.220955*mm      69.859067*mm      -4.439674*mm      65.867121*mm      -4.185979*mm      65.966772*mm      -2.094044*mm      64.985755*mm     -26.016372*mm      64.127592*mm     -28.065137*mm      60.463158*mm     -26.461415*mm      61.272284*mm     -24.529722*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 99 side manual 0 
superlayer5_layer1_ahdccell99_subcell2  |         ahdc_mother  |         AHDCcell 99 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm      65.966772*mm      -2.094044*mm      66.000000*mm      -0.000000*mm      70.000000*mm      -0.000000*mm      69.964758*mm      -2.220955*mm      61.272284*mm     -24.529722*mm      62.019713*mm     -22.573329*mm      65.778483*mm     -23.941410*mm      64.985755*mm     -26.016372*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 5 layer manual 1 ahdccell manual 99 side manual 0 
sector0_superlayer0_layer0_paddle10  |         ahdc_mother  |ATOFpaddle10 sector0 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      -0.105634*mm      77.100135*mm      -0.105632*mm      80.104252*mm      -8.268121*mm      79.676474*mm      -7.954103*mm      76.688814*mm      -0.105634*mm      77.100135*mm      -0.105632*mm      80.104252*mm      -8.268121*mm      79.676474*mm      -7.954103*mm      76.688814*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 0 superlayer manual 0 layer manual 0 paddle manual 10 order manual 0 
sector0_superlayer0_layer1_paddle10  |         ahdc_mother  |ATOFpaddle10 sector0 superlayer0 layer1  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      -8.164214*mm      76.666730*mm      -8.478228*mm      79.654391*mm     -16.551286*mm      78.375744*mm     -15.926694*mm      75.437274*mm      -8.164214*mm      76.666730*mm      -8.478228*mm      79.654391*mm     -16.551286*mm      78.375744*mm     -15.926694*mm      75.437274*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 0 superlayer manual 0 layer manual 1 paddle manual 10 order manual 0 
