aerogel_surface_roughness  |                 rough surface  |   dielectric_dielectric  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.3778*eV 1.3933*eV 1.4091*eV 1.4253*eV 1.4419*eV 1.4588*eV 1.4762*eV 1.4940*eV 1.5122*eV 1.5309*eV 1.5500*eV 1.5696*eV 1.5897*eV 1.6104*eV 1.6316*eV 1.6533*eV 1.6757*eV 1.6986*eV 1.7222*eV 1.7465*eV 1.7714*eV 1.7971*eV 1.8235*eV 1.8507*eV 1.8788*eV 1.9077*eV 1.9375*eV 1.9683*eV 2.0000*eV 2.0328*eV 2.0667*eV 2.1017*eV 2.1379*eV 2.1754*eV 2.2143*eV 2.2545*eV 2.2963*eV 2.3396*eV 2.3846*eV 2.4314*eV 2.4800*eV 2.5306*eV 2.5833*eV 2.6383*eV 2.6957*eV 2.7556*eV 2.8182*eV 2.8837*eV 2.9524*eV 3.0244*eV 3.1000*eV 3.1795*eV 3.2632*eV 3.3514*eV 3.4444*eV 3.5429*eV 3.6471*eV 3.7576*eV 3.8750*eV 4.0000*eV 4.1333*eV 4.2759*eV 4.4286*eV 4.5926*eV 4.7692*eV 4.9600*eV 5.1667*eV 5.3913*eV 5.6364*eV 5.9048*eV 6.2000*eV  | none | none | none | none | none | none |0.006 
rich_m2_mirror_planar_comp_5  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.63678 0.64471 0.65291 0.66133 0.66996 0.67877 0.68773 0.69682 0.70600 0.71525 0.72454 0.73384 0.74313 0.75236 0.76152 0.77056 0.77947 0.78820 0.79672 0.80500 0.81302 0.82073 0.82809 0.83509 0.84167 0.84781 0.85347 0.85861 0.86319 0.86719 0.87055 0.87325 0.87524 0.87648 0.87694 0.87657 0.87534 0.87320 0.87011 0.86603 0.86092 0.85473 0.84743 0.83896 0.82928 0.81835 0.80612 0.79256 0.77760 0.76121 0.74333 0.72393 0.70295 0.68034 0.65606  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_planar_comp_6  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.65931 0.66596 0.67296 0.68028 0.68790 0.69582 0.70400 0.71243 0.72108 0.72993 0.73895 0.74811 0.75739 0.76675 0.77616 0.78559 0.79499 0.80434 0.81359 0.82270 0.83163 0.84033 0.84877 0.85688 0.86463 0.87197 0.87883 0.88517 0.89094 0.89606 0.90050 0.90418 0.90705 0.90905 0.91010 0.91014 0.90910 0.90692 0.90352 0.89883 0.89278 0.88529 0.87628 0.86567 0.85338 0.83934 0.82345 0.80563 0.78580 0.76386 0.73973 0.71331 0.68451 0.65323 0.61939  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_planar_comp_7  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.64254 0.64991 0.65749 0.66528 0.67328 0.68148 0.68988 0.69847 0.70723 0.71616 0.72524 0.73445 0.74376 0.75316 0.76262 0.77211 0.78160 0.79106 0.80045 0.80974 0.81889 0.82784 0.83657 0.84501 0.85313 0.86087 0.86817 0.87498 0.88125 0.88690 0.89187 0.89611 0.89953 0.90207 0.90366 0.90421 0.90366 0.90192 0.89890 0.89453 0.88872 0.88136 0.87238 0.86168 0.84916 0.83472 0.81825 0.79966 0.77884 0.75567 0.73005 0.70186 0.67099 0.63732 0.60072  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_spherical_1  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.82411 0.82843 0.83234 0.83585 0.83899 0.84178 0.84426 0.84644 0.84834 0.84999 0.85141 0.85262 0.85363 0.85447 0.85516 0.85571 0.85614 0.85647 0.85670 0.85687 0.85697 0.85702 0.85703 0.85703 0.85700 0.85698 0.85696 0.85696 0.85698 0.85703 0.85711 0.85724 0.85741 0.85764 0.85792 0.85825 0.85865 0.85910 0.85962 0.86020 0.86084 0.86154 0.86229 0.86310 0.86395 0.86485 0.86579 0.86676 0.86776 0.86878 0.86981 0.87084 0.87186 0.87286 0.87383  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_spherical_2  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.78800 0.79275 0.79701 0.80083 0.80424 0.80730 0.81004 0.81249 0.81470 0.81669 0.81849 0.82013 0.82164 0.82304 0.82435 0.82559 0.82677 0.82791 0.82902 0.83011 0.83119 0.83226 0.83332 0.83437 0.83542 0.83645 0.83747 0.83846 0.83940 0.84030 0.84112 0.84186 0.84249 0.84298 0.84333 0.84349 0.84344 0.84314 0.84257 0.84168 0.84044 0.83880 0.83673 0.83417 0.83109 0.82742 0.82312 0.81813 0.81239 0.80585 0.79844 0.79011 0.78077 0.77038 0.75885  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_spherical_3  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.78642 0.79165 0.79625 0.80032 0.80392 0.80710 0.80993 0.81247 0.81476 0.81685 0.81879 0.82062 0.82237 0.82408 0.82576 0.82745 0.82916 0.83092 0.83272 0.83458 0.83651 0.83850 0.84054 0.84264 0.84477 0.84692 0.84908 0.85121 0.85328 0.85528 0.85715 0.85886 0.86036 0.86161 0.86256 0.86314 0.86330 0.86297 0.86208 0.86057 0.85836 0.85536 0.85149 0.84667 0.84080 0.83378 0.82552 0.81590 0.80483 0.79220 0.77787 0.76174 0.74368 0.72356 0.70125  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_spherical_4  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.79268 0.79645 0.79994 0.80319 0.80621 0.80900 0.81160 0.81401 0.81625 0.81833 0.82027 0.82208 0.82378 0.82539 0.82690 0.82835 0.82973 0.83107 0.83238 0.83367 0.83495 0.83623 0.83752 0.83884 0.84020 0.84160 0.84307 0.84460 0.84621 0.84790 0.84970 0.85160 0.85361 0.85575 0.85802 0.86044 0.86299 0.86571 0.86859 0.87164 0.87486 0.87827 0.88187 0.88566 0.88966 0.89386 0.89827 0.90290 0.90775 0.91283 0.91813 0.92367 0.92945 0.93547 0.94173  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_spherical_5  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.80795 0.81256 0.81671 0.82042 0.82371 0.82662 0.82917 0.83138 0.83327 0.83488 0.83621 0.83729 0.83815 0.83879 0.83925 0.83953 0.83966 0.83965 0.83952 0.83929 0.83896 0.83856 0.83809 0.83757 0.83701 0.83643 0.83583 0.83522 0.83461 0.83402 0.83344 0.83289 0.83238 0.83190 0.83146 0.83107 0.83073 0.83045 0.83022 0.83005 0.82994 0.82989 0.82989 0.82996 0.83008 0.83025 0.83047 0.83073 0.83104 0.83138 0.83176 0.83215 0.83256 0.83297 0.83339  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_spherical_6  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.77629 0.78148 0.78617 0.79042 0.79426 0.79774 0.80088 0.80373 0.80632 0.80868 0.81083 0.81280 0.81462 0.81631 0.81788 0.81936 0.82076 0.82209 0.82337 0.82460 0.82578 0.82693 0.82803 0.82911 0.83014 0.83113 0.83206 0.83294 0.83374 0.83445 0.83507 0.83556 0.83591 0.83610 0.83610 0.83589 0.83543 0.83469 0.83365 0.83226 0.83049 0.82829 0.82563 0.82245 0.81872 0.81438 0.80939 0.80368 0.79720 0.78990 0.78172 0.77258 0.76244 0.75121 0.73883  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_spherical_7  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.77501 0.77936 0.78337 0.78704 0.79042 0.79351 0.79633 0.79890 0.80125 0.80339 0.80533 0.80709 0.80868 0.81013 0.81143 0.81261 0.81367 0.81462 0.81548 0.81625 0.81694 0.81756 0.81811 0.81860 0.81903 0.81941 0.81973 0.82001 0.82023 0.82041 0.82054 0.82061 0.82064 0.82060 0.82051 0.82035 0.82011 0.81980 0.81940 0.81891 0.81831 0.81760 0.81676 0.81579 0.81466 0.81338 0.81191 0.81025 0.80839 0.80630 0.80396 0.80136 0.79848 0.79530 0.79180  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_spherical_8  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.82295 0.82782 0.83220 0.83615 0.83971 0.84292 0.84583 0.84847 0.85089 0.85310 0.85516 0.85707 0.85887 0.86058 0.86222 0.86381 0.86536 0.86688 0.86839 0.86989 0.87139 0.87288 0.87437 0.87585 0.87732 0.87876 0.88018 0.88154 0.88284 0.88406 0.88518 0.88616 0.88699 0.88763 0.88806 0.88823 0.88811 0.88767 0.88684 0.88560 0.88390 0.88167 0.87888 0.87546 0.87135 0.86650 0.86084 0.85431 0.84683 0.83833 0.82874 0.81799 0.80599 0.79266 0.77792  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
