              target  |                root  |              Target Container  |                                             0 0 0  |                                   0 0 0  | 22ff22   |            Polycone  |0.0*deg 360*deg 4*counts 0.0*mm 0.0*mm 0.0*mm 0.0*mm 56*mm 56*mm 26*mm 26*mm -116*mm 260*mm 290*mm 391*mm  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal28_13  |          ddvcs_ecal  |       ft crystal (h:28, v:13)  |           85.25*mm -147.25*mm 690.525846348712*mm  |-12.0377653827946*deg -7.03800537633232*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 13 
     ddvcs_ecal28_14  |          ddvcs_ecal  |       ft crystal (h:28, v:14)  |           85.25*mm -131.75*mm 696.113575827935*mm  |-10.7174329944183*deg -6.98207088601319*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 14 
     ddvcs_ecal28_15  |          ddvcs_ecal  |       ft crystal (h:28, v:15)  |           85.25*mm -116.25*mm 701.509178000864*mm  |-9.40931186668024*deg -6.92889287202127*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 15 
     ddvcs_ecal28_16  |          ddvcs_ecal  |       ft crystal (h:28, v:16)  |           85.25*mm -100.75*mm 706.656867182133*mm  |-8.11421641540881*deg -6.87890426058272*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 16 
     ddvcs_ecal28_17  |          ddvcs_ecal  |       ft crystal (h:28, v:17)  |            85.25*mm -85.25*mm 711.481446454897*mm  |-6.83270064543169*deg -6.83270064543169*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 17 
     ddvcs_ecal28_18  |          ddvcs_ecal  |       ft crystal (h:28, v:18)  |            85.25*mm -69.75*mm 715.882343385643*mm  |-5.56494748295918*deg -6.79109000371472*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 18 
     ddvcs_ecal28_19  |          ddvcs_ecal  |       ft crystal (h:28, v:19)  |            85.25*mm -54.25*mm 719.728368128956*mm  |-4.31060081032253*deg -6.75513657776577*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 19 
     ddvcs_ecal28_26  |          ddvcs_ecal  |       ft crystal (h:28, v:26)  |             85.25*mm 54.25*mm 719.728368128956*mm  |4.31060081032253*deg -6.75513657776577*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 26 
     ddvcs_ecal28_27  |          ddvcs_ecal  |       ft crystal (h:28, v:27)  |             85.25*mm 69.75*mm 715.882343385643*mm  |5.56494748295918*deg -6.79109000371472*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 27 
     ddvcs_ecal28_28  |          ddvcs_ecal  |       ft crystal (h:28, v:28)  |             85.25*mm 85.25*mm 711.481446454897*mm  |6.83270064543169*deg -6.83270064543169*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 28 
     ddvcs_ecal28_29  |          ddvcs_ecal  |       ft crystal (h:28, v:29)  |            85.25*mm 100.75*mm 706.656867182133*mm  |8.11421641540881*deg -6.87890426058272*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 29 
     ddvcs_ecal28_30  |          ddvcs_ecal  |       ft crystal (h:28, v:30)  |            85.25*mm 116.25*mm 701.509178000864*mm  |9.40931186668024*deg -6.92889287202127*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 30 
     ddvcs_ecal28_31  |          ddvcs_ecal  |       ft crystal (h:28, v:31)  |            85.25*mm 131.75*mm 696.113575827935*mm  |10.7174329944183*deg -6.98207088601319*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 31 
     ddvcs_ecal28_32  |          ddvcs_ecal  |       ft crystal (h:28, v:32)  |            85.25*mm 147.25*mm 690.525846348712*mm  |12.0377653827946*deg -7.03800537633232*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 28 iv manual 32 
     ddvcs_ecal29_14  |          ddvcs_ecal  |       ft crystal (h:29, v:14)  |          100.75*mm -131.75*mm 692.338911674115*mm  |-10.7745006978443*deg -8.27971962216827*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 14 
     ddvcs_ecal29_15  |          ddvcs_ecal  |       ft crystal (h:29, v:15)  |          100.75*mm -116.25*mm 697.420481373668*mm  |-9.46347993452955*deg -8.22021902296409*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 15 
     ddvcs_ecal29_16  |          ddvcs_ecal  |       ft crystal (h:29, v:16)  |           100.75*mm -100.75*mm 702.21761315354*mm  |-8.16482308050395*deg -8.16482308050395*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 16 
     ddvcs_ecal29_17  |          ddvcs_ecal  |       ft crystal (h:29, v:17)  |           100.75*mm -85.25*mm 706.656867182133*mm  |-6.87890426058272*deg -8.11421641540881*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 17 
     ddvcs_ecal29_18  |          ddvcs_ecal  |       ft crystal (h:29, v:18)  |            100.75*mm -69.75*mm 710.64612712721*mm  |-5.6056911765659*deg -8.0692682810403*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 18 
     ddvcs_ecal29_19  |          ddvcs_ecal  |       ft crystal (h:29, v:19)  |           100.75*mm -54.25*mm 714.073900055551*mm  |-4.3446045693069*deg -8.03103987324945*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 19 
     ddvcs_ecal29_20  |          ddvcs_ecal  |       ft crystal (h:29, v:20)  |           100.75*mm -38.75*mm 716.813441170057*mm  |-3.09435541810703*deg -8.00074476222784*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 20 
     ddvcs_ecal29_21  |          ddvcs_ecal  |       ft crystal (h:29, v:21)  |           100.75*mm -23.25*mm 718.735115324601*mm  |-1.85280546498426*deg -7.97962915558483*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 21 
     ddvcs_ecal29_22  |          ddvcs_ecal  |       ft crystal (h:29, v:22)  |            100.75*mm -7.75*mm 719.728368128956*mm  |-0.616940731055227*deg -7.96875851507438*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 22 
     ddvcs_ecal29_23  |          ddvcs_ecal  |       ft crystal (h:29, v:23)  |             100.75*mm 7.75*mm 719.728368128956*mm  |0.616940731055227*deg -7.96875851507438*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 23 
     ddvcs_ecal29_24  |          ddvcs_ecal  |       ft crystal (h:29, v:24)  |            100.75*mm 23.25*mm 718.735115324601*mm  |1.85280546498426*deg -7.97962915558483*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 24 
     ddvcs_ecal29_25  |          ddvcs_ecal  |       ft crystal (h:29, v:25)  |            100.75*mm 38.75*mm 716.813441170057*mm  |3.09435541810703*deg -8.00074476222784*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 25 
     ddvcs_ecal29_26  |          ddvcs_ecal  |       ft crystal (h:29, v:26)  |            100.75*mm 54.25*mm 714.073900055551*mm  |4.3446045693069*deg -8.03103987324945*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 26 
     ddvcs_ecal29_27  |          ddvcs_ecal  |       ft crystal (h:29, v:27)  |             100.75*mm 69.75*mm 710.64612712721*mm  |5.6056911765659*deg -8.0692682810403*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 27 
     ddvcs_ecal29_28  |          ddvcs_ecal  |       ft crystal (h:29, v:28)  |            100.75*mm 85.25*mm 706.656867182133*mm  |6.87890426058272*deg -8.11421641540881*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 28 
     ddvcs_ecal29_29  |          ddvcs_ecal  |       ft crystal (h:29, v:29)  |            100.75*mm 100.75*mm 702.21761315354*mm  |8.16482308050395*deg -8.16482308050395*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 29 
     ddvcs_ecal29_30  |          ddvcs_ecal  |       ft crystal (h:29, v:30)  |           100.75*mm 116.25*mm 697.420481373668*mm  |9.46347993452955*deg -8.22021902296409*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 30 
     ddvcs_ecal29_31  |          ddvcs_ecal  |       ft crystal (h:29, v:31)  |           100.75*mm 131.75*mm 692.338911674115*mm  |10.7745006978443*deg -8.27971962216827*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 29 iv manual 31 
     ddvcs_ecal30_15  |          ddvcs_ecal  |       ft crystal (h:30, v:15)  |          116.25*mm -116.25*mm 692.953779852183*mm  |-9.52336662965895*deg -9.52336662965895*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 15 
     ddvcs_ecal30_16  |          ddvcs_ecal  |       ft crystal (h:30, v:16)  |          116.25*mm -100.75*mm 697.420481373668*mm  |-8.22021902296409*deg -9.46347993452955*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 16 
     ddvcs_ecal30_17  |          ddvcs_ecal  |       ft crystal (h:30, v:17)  |           116.25*mm -85.25*mm 701.509178000864*mm  |-6.92889287202127*deg -9.40931186668024*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 17 
     ddvcs_ecal30_18  |          ddvcs_ecal  |       ft crystal (h:30, v:18)  |           116.25*mm -69.75*mm 705.138884812947*mm  |-5.64919038069052*deg -9.36173696887058*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 18 
     ddvcs_ecal30_19  |          ddvcs_ecal  |       ft crystal (h:30, v:19)  |           116.25*mm -54.25*mm 708.217335204703*mm  |-4.38039278135434*deg -9.32175955294697*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 19 
     ddvcs_ecal30_20  |          ddvcs_ecal  |       ft crystal (h:30, v:20)  |            116.25*mm -38.75*mm 710.64612712721*mm  |-3.12115679232795*deg -9.29045677692704*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 20 
     ddvcs_ecal30_21  |          ddvcs_ecal  |       ft crystal (h:30, v:21)  |           116.25*mm -23.25*mm 712.330690649271*mm  |-1.86945190587099*deg -9.26886788073341*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 21 
     ddvcs_ecal30_22  |          ddvcs_ecal  |       ft crystal (h:30, v:22)  |            116.25*mm -7.75*mm 713.194580223215*mm  |-0.622592265918512*deg -9.25783504869153*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 22 
     ddvcs_ecal30_23  |          ddvcs_ecal  |       ft crystal (h:30, v:23)  |             116.25*mm 7.75*mm 713.194580223215*mm  |0.622592265918512*deg -9.25783504869153*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 23 
     ddvcs_ecal30_24  |          ddvcs_ecal  |       ft crystal (h:30, v:24)  |            116.25*mm 23.25*mm 712.330690649271*mm  |1.86945190587099*deg -9.26886788073341*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 24 
     ddvcs_ecal30_25  |          ddvcs_ecal  |       ft crystal (h:30, v:25)  |             116.25*mm 38.75*mm 710.64612712721*mm  |3.12115679232795*deg -9.29045677692704*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 25 
     ddvcs_ecal30_26  |          ddvcs_ecal  |       ft crystal (h:30, v:26)  |            116.25*mm 54.25*mm 708.217335204703*mm  |4.38039278135434*deg -9.32175955294697*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 26 
     ddvcs_ecal30_27  |          ddvcs_ecal  |       ft crystal (h:30, v:27)  |            116.25*mm 69.75*mm 705.138884812947*mm  |5.64919038069052*deg -9.36173696887058*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 27 
     ddvcs_ecal30_28  |          ddvcs_ecal  |       ft crystal (h:30, v:28)  |            116.25*mm 85.25*mm 701.509178000864*mm  |6.92889287202127*deg -9.40931186668024*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 28 
     ddvcs_ecal30_29  |          ddvcs_ecal  |       ft crystal (h:30, v:29)  |           116.25*mm 100.75*mm 697.420481373668*mm  |8.22021902296409*deg -9.46347993452955*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 29 
     ddvcs_ecal30_30  |          ddvcs_ecal  |       ft crystal (h:30, v:30)  |           116.25*mm 116.25*mm 692.953779852183*mm  |9.52336662965895*deg -9.52336662965895*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 30 iv manual 30 
     ddvcs_ecal31_16  |          ddvcs_ecal  |       ft crystal (h:31, v:16)  |          131.75*mm -100.75*mm 692.338911674115*mm  |-8.27971962216827*deg -10.7745006978443*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 16 
     ddvcs_ecal31_17  |          ddvcs_ecal  |       ft crystal (h:31, v:17)  |           131.75*mm -85.25*mm 696.113575827935*mm  |-6.98207088601319*deg -10.7174329944183*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 17 
     ddvcs_ecal31_18  |          ddvcs_ecal  |       ft crystal (h:31, v:18)  |           131.75*mm -69.75*mm 699.431651889236*mm  |-5.6949849391294*deg -10.6677594623609*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 18 
     ddvcs_ecal31_19  |          ddvcs_ecal  |       ft crystal (h:31, v:19)  |            131.75*mm -54.25*mm 702.21761315354*mm  |-4.41767117492791*deg -10.62640216304*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 19 
     ddvcs_ecal31_20  |          ddvcs_ecal  |       ft crystal (h:31, v:20)  |           131.75*mm -38.75*mm 704.394780329357*mm  |-3.1488008695791*deg -10.5943023484074*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 20 
     ddvcs_ecal31_21  |          ddvcs_ecal  |       ft crystal (h:31, v:21)  |           131.75*mm -23.25*mm 705.892781408411*mm  |-1.88648948593308*deg -10.5723271634499*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 21 
     ddvcs_ecal31_22  |          ddvcs_ecal  |       ft crystal (h:31, v:22)  |            131.75*mm -7.75*mm 706.656867182133*mm  |-0.628351786435513*deg -10.5611529494183*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 22 
     ddvcs_ecal31_23  |          ddvcs_ecal  |       ft crystal (h:31, v:23)  |             131.75*mm 7.75*mm 706.656867182133*mm  |0.628351786435513*deg -10.5611529494183*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 23 
     ddvcs_ecal31_24  |          ddvcs_ecal  |       ft crystal (h:31, v:24)  |            131.75*mm 23.25*mm 705.892781408411*mm  |1.88648948593308*deg -10.5723271634499*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 24 
     ddvcs_ecal31_25  |          ddvcs_ecal  |       ft crystal (h:31, v:25)  |            131.75*mm 38.75*mm 704.394780329357*mm  |3.1488008695791*deg -10.5943023484074*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 25 
     ddvcs_ecal31_26  |          ddvcs_ecal  |       ft crystal (h:31, v:26)  |             131.75*mm 54.25*mm 702.21761315354*mm  |4.41767117492791*deg -10.62640216304*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 26 
     ddvcs_ecal31_27  |          ddvcs_ecal  |       ft crystal (h:31, v:27)  |            131.75*mm 69.75*mm 699.431651889236*mm  |5.6949849391294*deg -10.6677594623609*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 27 
     ddvcs_ecal31_28  |          ddvcs_ecal  |       ft crystal (h:31, v:28)  |            131.75*mm 85.25*mm 696.113575827935*mm  |6.98207088601319*deg -10.7174329944183*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 28 
     ddvcs_ecal31_29  |          ddvcs_ecal  |       ft crystal (h:31, v:29)  |           131.75*mm 100.75*mm 692.338911674115*mm  |8.27971962216827*deg -10.7745006978443*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 31 iv manual 29 
     ddvcs_ecal32_17  |          ddvcs_ecal  |       ft crystal (h:32, v:17)  |           147.25*mm -85.25*mm 690.525846348712*mm  |-7.03800537633232*deg -12.0377653827946*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 32 iv manual 17 
     ddvcs_ecal32_18  |          ddvcs_ecal  |       ft crystal (h:32, v:18)  |           147.25*mm -69.75*mm 693.574138251524*mm  |-5.74276125124101*deg -11.9863922099866*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 32 iv manual 18 
