               mucal  |                root  |muon calorimeter mother volume  |                                             0 0 0  |                                   0 0 0  | a50021   |            Polycone  |0.0*deg 360*deg 2*counts 69.6707365417428*mm 69.6707365417428*mm 350.410161513775*mm 465.8802153517*mm 599.9*mm 800.1*mm  |              Vacuum  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal18_33  |          ddvcs_ecal  |       ft crystal (h:18, v:33)  |           -69.75*mm 162.75*mm 687.601626001917*mm  |13.3165412701613*deg 5.79230519326876*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 32 
     ddvcs_ecal18_34  |          ddvcs_ecal  |       ft crystal (h:18, v:34)  |           -69.75*mm 178.25*mm 681.539582967155*mm  |14.6569967808632*deg 5.84347065406311*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 33 
     ddvcs_ecal18_35  |          ddvcs_ecal  |       ft crystal (h:18, v:35)  |            -69.75*mm 193.75*mm 675.40671673958*mm  |16.0064559308766*deg 5.89615872726934*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 34 
     ddvcs_ecal18_36  |          ddvcs_ecal  |       ft crystal (h:18, v:36)  |           -69.75*mm 209.25*mm 669.217005139087*mm  |17.3635400227842*deg 5.95030389733662*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 35 
     ddvcs_ecal18_37  |          ddvcs_ecal  |       ft crystal (h:18, v:37)  |           -69.75*mm 224.75*mm 662.981061513985*mm  |18.7268085657827*deg 6.00586477080619*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 36 
     ddvcs_ecal18_38  |          ddvcs_ecal  |       ft crystal (h:18, v:38)  |           -69.75*mm 240.25*mm 656.707066177802*mm  |20.0947719356527*deg 6.06281777322836*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 37 
     ddvcs_ecal18_39  |          ddvcs_ecal  |       ft crystal (h:18, v:39)  |           -69.75*mm 255.75*mm 650.401411893141*mm  |21.4659033877572*deg 6.12115280178663*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 38 
     ddvcs_ecal18_40  |          ddvcs_ecal  |       ft crystal (h:18, v:40)  |           -69.75*mm 271.25*mm 644.069158319472*mm  |22.8386507957232*deg 6.18087018570819*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 39 
     ddvcs_ecal18_41  |          ddvcs_ecal  |       ft crystal (h:18, v:41)  |           -69.75*mm 286.75*mm 637.714356928287*mm  |24.2114482552481*deg 6.24197853475625*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 40 
     ddvcs_ecal18_42  |          ddvcs_ecal  |       ft crystal (h:18, v:42)  |           -69.75*mm 302.25*mm 631.340286749079*mm  |25.5827275583638*deg 6.30449320048019*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 41 
     ddvcs_ecal18_43  |          ddvcs_ecal  |       ft crystal (h:18, v:43)  |           -69.75*mm 317.75*mm 624.949627811328*mm  |26.9509294664619*deg 6.36843516709001*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 17 iv manual 42 
      ddvcs_ecal19_2  |          ddvcs_ecal  |        ft crystal (h:19, v:2)  |           -54.25*mm -317.75*mm 626.20377399193*mm  |-26.9045504709038*deg 4.95140239209195*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 1 
      ddvcs_ecal19_3  |          ddvcs_ecal  |        ft crystal (h:19, v:3)  |          -54.25*mm -302.25*mm 632.656176954473*mm  |-25.5362942798069*deg 4.90115072391481*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 2 
      ddvcs_ecal19_4  |          ddvcs_ecal  |        ft crystal (h:19, v:4)  |          -54.25*mm -286.75*mm 639.098235241683*mm  |-24.1650266106278*deg 4.85198455865549*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 3 
      ddvcs_ecal19_5  |          ddvcs_ecal  |        ft crystal (h:19, v:5)  |          -54.25*mm -271.25*mm 645.528238698481*mm  |-22.7923099385198*deg 4.80388202092773*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 4 
      ddvcs_ecal19_6  |          ddvcs_ecal  |        ft crystal (h:19, v:6)  |          -54.25*mm -255.75*mm 651.944082670265*mm  |-21.4197161136631*deg 4.75682456237855*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 5 
      ddvcs_ecal19_7  |          ddvcs_ecal  |        ft crystal (h:19, v:7)  |          -54.25*mm -240.25*mm 658.343148844144*mm  |-20.0488153638163*deg 4.71079753610938*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 6 
      ddvcs_ecal19_8  |          ddvcs_ecal  |        ft crystal (h:19, v:8)  |          -54.25*mm -224.75*mm 664.722140823958*mm  |-18.6811652228982*deg 4.66579101557989*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 7 
      ddvcs_ecal19_9  |          ddvcs_ecal  |        ft crystal (h:19, v:9)  |          -54.25*mm -209.25*mm 671.076853417139*mm  |-17.3182995192315*deg 4.62180096968991*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 8 
     ddvcs_ecal19_10  |          ddvcs_ecal  |       ft crystal (h:19, v:10)  |          -54.25*mm -193.75*mm 677.401842937333*mm  |-15.9617175166398*deg 4.57883096791122*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 18 iv manual 9 
     ddvcs_ecal19_11  |          ddvcs_ecal  |       ft crystal (h:19, v:11)  |          -54.25*mm -178.25*mm 683.689946550825*mm  |-14.6128732285999*deg 4.5368946919953*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 10 
     ddvcs_ecal19_12  |          ddvcs_ecal  |       ft crystal (h:19, v:12)  |          -54.25*mm -162.75*mm 689.931566133148*mm  |-13.2731647956755*deg 4.49601970418274*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 11 
     ddvcs_ecal19_13  |          ddvcs_ecal  |       ft crystal (h:19, v:13)  |          -54.25*mm -147.25*mm 696.113575827935*mm  |-11.9439235785542*deg 4.45625322151645*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 12 
     ddvcs_ecal19_14  |          ddvcs_ecal  |       ft crystal (h:19, v:14)  |           -54.25*mm -131.75*mm 702.21761315354*mm  |-10.62640216304*deg 4.41767117492791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 13 
     ddvcs_ecal19_15  |          ddvcs_ecal  |       ft crystal (h:19, v:15)  |          -54.25*mm -116.25*mm 708.217335204703*mm  |-9.32175955294697*deg 4.38039278135434*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 14 
     ddvcs_ecal19_16  |          ddvcs_ecal  |       ft crystal (h:19, v:16)  |          -54.25*mm -100.75*mm 714.073900055551*mm  |-8.03103987324945*deg 4.3446045693069*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 15 
     ddvcs_ecal19_17  |          ddvcs_ecal  |       ft crystal (h:19, v:17)  |           -54.25*mm -85.25*mm 719.728368128956*mm  |-6.75513657776577*deg 4.31060081032253*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 16 
     ddvcs_ecal19_28  |          ddvcs_ecal  |       ft crystal (h:19, v:28)  |            -54.25*mm 85.25*mm 719.728368128956*mm  |6.75513657776577*deg 4.31060081032253*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 27 
     ddvcs_ecal19_29  |          ddvcs_ecal  |       ft crystal (h:19, v:29)  |           -54.25*mm 100.75*mm 714.073900055551*mm  |8.03103987324945*deg 4.3446045693069*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 28 
     ddvcs_ecal19_30  |          ddvcs_ecal  |       ft crystal (h:19, v:30)  |           -54.25*mm 116.25*mm 708.217335204703*mm  |9.32175955294697*deg 4.38039278135434*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 29 
     ddvcs_ecal19_31  |          ddvcs_ecal  |       ft crystal (h:19, v:31)  |            -54.25*mm 131.75*mm 702.21761315354*mm  |10.62640216304*deg 4.41767117492791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 30 
     ddvcs_ecal19_32  |          ddvcs_ecal  |       ft crystal (h:19, v:32)  |           -54.25*mm 147.25*mm 696.113575827935*mm  |11.9439235785542*deg 4.45625322151645*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 31 
     ddvcs_ecal19_33  |          ddvcs_ecal  |       ft crystal (h:19, v:33)  |           -54.25*mm 162.75*mm 689.931566133148*mm  |13.2731647956755*deg 4.49601970418274*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 32 
     ddvcs_ecal19_34  |          ddvcs_ecal  |       ft crystal (h:19, v:34)  |           -54.25*mm 178.25*mm 683.689946550825*mm  |14.6128732285999*deg 4.5368946919953*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 33 
     ddvcs_ecal19_35  |          ddvcs_ecal  |       ft crystal (h:19, v:35)  |           -54.25*mm 193.75*mm 677.401842937333*mm  |15.9617175166398*deg 4.57883096791122*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 34 
     ddvcs_ecal19_36  |          ddvcs_ecal  |       ft crystal (h:19, v:36)  |           -54.25*mm 209.25*mm 671.076853417139*mm  |17.3182995192315*deg 4.62180096968991*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 35 
     ddvcs_ecal19_37  |          ddvcs_ecal  |       ft crystal (h:19, v:37)  |           -54.25*mm 224.75*mm 664.722140823958*mm  |18.6811652228982*deg 4.66579101557989*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 36 
     ddvcs_ecal19_38  |          ddvcs_ecal  |       ft crystal (h:19, v:38)  |           -54.25*mm 240.25*mm 658.343148844144*mm  |20.0488153638163*deg 4.71079753610938*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 37 
     ddvcs_ecal19_39  |          ddvcs_ecal  |       ft crystal (h:19, v:39)  |           -54.25*mm 255.75*mm 651.944082670265*mm  |21.4197161136631*deg 4.75682456237855*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 38 
     ddvcs_ecal19_40  |          ddvcs_ecal  |       ft crystal (h:19, v:40)  |           -54.25*mm 271.25*mm 645.528238698481*mm  |22.7923099385198*deg 4.80388202092773*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 39 
     ddvcs_ecal19_41  |          ddvcs_ecal  |       ft crystal (h:19, v:41)  |           -54.25*mm 286.75*mm 639.098235241683*mm  |24.1650266106278*deg 4.85198455865549*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 40 
     ddvcs_ecal19_42  |          ddvcs_ecal  |       ft crystal (h:19, v:42)  |           -54.25*mm 302.25*mm 632.656176954473*mm  |25.5362942798069*deg 4.90115072391481*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 41 
     ddvcs_ecal19_43  |          ddvcs_ecal  |       ft crystal (h:19, v:43)  |            -54.25*mm 317.75*mm 626.20377399193*mm  |26.9045504709038*deg 4.95140239209195*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 18 iv manual 42 
      ddvcs_ecal20_1  |          ddvcs_ecal  |        ft crystal (h:20, v:1)  |          -38.75*mm -333.25*mm 620.647450031584*mm  |-28.2333919056536*deg 3.57265039875698*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 0 
      ddvcs_ecal20_2  |          ddvcs_ecal  |        ft crystal (h:20, v:2)  |          -38.75*mm -317.75*mm 627.152013514938*mm  |-26.8695820229837*deg 3.53569082025562*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 1 
      ddvcs_ecal20_3  |          ddvcs_ecal  |        ft crystal (h:20, v:3)  |           -38.75*mm -302.25*mm 633.65191815676*mm  |-25.5012623565083*deg 3.49951284017997*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 2 
      ddvcs_ecal20_4  |          ddvcs_ecal  |        ft crystal (h:20, v:4)  |          -38.75*mm -286.75*mm 640.146421057026*mm  |-24.129976862728*deg 3.46409599010687*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 3 
      ddvcs_ecal20_5  |          ddvcs_ecal  |        ft crystal (h:20, v:5)  |          -38.75*mm -271.25*mm 646.634613345396*mm  |-22.7572896432033*deg 3.4294213710556*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 4 
      ddvcs_ecal20_6  |          ddvcs_ecal  |        ft crystal (h:20, v:6)  |          -38.75*mm -255.75*mm 653.115371373728*mm  |-21.3847742642533*deg 3.39547179291633*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 5 
      ddvcs_ecal20_7  |          ddvcs_ecal  |        ft crystal (h:20, v:7)  |           -38.75*mm -240.25*mm 659.58728973027*mm  |-20.014002895442*deg 3.36223198590242*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 6 
      ddvcs_ecal20_8  |          ddvcs_ecal  |        ft crystal (h:20, v:8)  |          -38.75*mm -224.75*mm 666.048587719145*mm  |-18.6465354424027*deg 3.32968891568546*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 7 
      ddvcs_ecal20_9  |          ddvcs_ecal  |        ft crystal (h:20, v:9)  |          -38.75*mm -209.25*mm 672.496976293441*mm  |-17.2839088427688*deg 3.29783225162754*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 8 
     ddvcs_ecal20_10  |          ddvcs_ecal  |       ft crystal (h:20, v:10)  |          -38.75*mm -193.75*mm 678.929464673876*mm  |-15.9276266765565*deg 3.2666550670979*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 19 iv manual 9 
     ddvcs_ecal20_11  |          ddvcs_ecal  |       ft crystal (h:20, v:11)  |          -38.75*mm -178.25*mm 685.342072583642*mm  |-14.5791492101723*deg 3.23615490156495*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 10 
     ddvcs_ecal20_12  |          ddvcs_ecal  |       ft crystal (h:20, v:12)  |          -38.75*mm -162.75*mm 691.729390480437*mm  |-13.2398839376106*deg 3.20633540391454*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 11 
     ddvcs_ecal20_13  |          ddvcs_ecal  |       ft crystal (h:20, v:13)  |          -38.75*mm -147.25*mm 698.083886979009*mm  |-11.9111765838782*deg 3.17720894104719*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 12 
     ddvcs_ecal20_14  |          ddvcs_ecal  |       ft crystal (h:20, v:14)  |          -38.75*mm -131.75*mm 704.394780329357*mm  |-10.5943023484074*deg 3.1488008695791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 13 
     ddvcs_ecal20_15  |          ddvcs_ecal  |       ft crystal (h:20, v:15)  |           -38.75*mm -116.25*mm 710.64612712721*mm  |-9.29045677692704*deg 3.12115679232795*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 14 
     ddvcs_ecal20_16  |          ddvcs_ecal  |       ft crystal (h:20, v:16)  |          -38.75*mm -100.75*mm 716.813441170057*mm  |-8.00074476222784*deg 3.09435541810703*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 15 
     ddvcs_ecal20_29  |          ddvcs_ecal  |       ft crystal (h:20, v:29)  |           -38.75*mm 100.75*mm 716.813441170057*mm  |8.00074476222784*deg 3.09435541810703*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 28 
     ddvcs_ecal20_30  |          ddvcs_ecal  |       ft crystal (h:20, v:30)  |            -38.75*mm 116.25*mm 710.64612712721*mm  |9.29045677692704*deg 3.12115679232795*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 29 
     ddvcs_ecal20_31  |          ddvcs_ecal  |       ft crystal (h:20, v:31)  |           -38.75*mm 131.75*mm 704.394780329357*mm  |10.5943023484074*deg 3.1488008695791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 30 
     ddvcs_ecal20_32  |          ddvcs_ecal  |       ft crystal (h:20, v:32)  |           -38.75*mm 147.25*mm 698.083886979009*mm  |11.9111765838782*deg 3.17720894104719*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 31 
