               mucal  |                root  |muon calorimeter mother volume  |                                             0 0 0  |                                   0 0 0  | a50021   |            Polycone  |0.0*deg 360*deg 2*counts 69.6707365417428*mm 69.6707365417428*mm 350.410161513775*mm 465.8802153517*mm 599.9*mm 800.1*mm  |              Vacuum  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal12_20  |          ddvcs_ecal  |       ft crystal (h:12, v:20)  |          -162.75*mm -38.75*mm 691.729390480437*mm  |-3.20633540391454*deg 13.2398839376106*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 19 
     ddvcs_ecal12_21  |          ddvcs_ecal  |       ft crystal (h:12, v:21)  |          -162.75*mm -23.25*mm 692.953779852183*mm  |-1.92168830800533*deg 13.2173120338103*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 20 
     ddvcs_ecal12_22  |          ddvcs_ecal  |       ft crystal (h:12, v:22)  |           -162.75*mm -7.75*mm 693.574138251524*mm  |-0.640203263845388*deg 13.2059044109949*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 21 
     ddvcs_ecal12_23  |          ddvcs_ecal  |       ft crystal (h:12, v:23)  |            -162.75*mm 7.75*mm 693.574138251524*mm  |0.640203263845388*deg 13.2059044109949*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 22 
     ddvcs_ecal12_24  |          ddvcs_ecal  |       ft crystal (h:12, v:24)  |           -162.75*mm 23.25*mm 692.953779852183*mm  |1.92168830800533*deg 13.2173120338103*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 23 
     ddvcs_ecal12_25  |          ddvcs_ecal  |       ft crystal (h:12, v:25)  |           -162.75*mm 38.75*mm 691.729390480437*mm  |3.20633540391454*deg 13.2398839376106*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 24 
     ddvcs_ecal12_26  |          ddvcs_ecal  |       ft crystal (h:12, v:26)  |           -162.75*mm 54.25*mm 689.931566133148*mm  |4.49601970418274*deg 13.2731647956755*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 25 
     ddvcs_ecal12_27  |          ddvcs_ecal  |       ft crystal (h:12, v:27)  |           -162.75*mm 69.75*mm 687.601626001917*mm  |5.79230519326876*deg 13.3165412701613*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 26 
     ddvcs_ecal12_28  |          ddvcs_ecal  |       ft crystal (h:12, v:28)  |           -162.75*mm 85.25*mm 684.787457828428*mm  |7.096383695179*deg 13.3693052113632*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 27 
     ddvcs_ecal12_29  |          ddvcs_ecal  |       ft crystal (h:12, v:29)  |          -162.75*mm 100.75*mm 681.539582967155*mm  |8.40905428540099*deg 13.430713438069*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 28 
     ddvcs_ecal12_30  |          ddvcs_ecal  |       ft crystal (h:12, v:30)  |          -162.75*mm 116.25*mm 677.907982473725*mm  |9.73073424011259*deg 13.5000358569018*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 29 
     ddvcs_ecal12_31  |          ddvcs_ecal  |       ft crystal (h:12, v:31)  |          -162.75*mm 131.75*mm 673.939886254429*mm  |11.061490118924*deg 13.5765888640026*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 30 
     ddvcs_ecal12_32  |          ddvcs_ecal  |       ft crystal (h:12, v:32)  |          -162.75*mm 147.25*mm 669.678470965894*mm  |12.4010787696098*deg 13.6597548848404*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 31 
     ddvcs_ecal12_33  |          ddvcs_ecal  |       ft crystal (h:12, v:33)  |          -162.75*mm 162.75*mm 665.162279948111*mm  |13.7489909231874*deg 13.7489909231874*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 32 
     ddvcs_ecal12_34  |          ddvcs_ecal  |       ft crystal (h:12, v:34)  |          -162.75*mm 178.25*mm 660.425146783792*mm  |15.104493025936*deg 13.8438294661506*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 33 
     ddvcs_ecal12_35  |          ddvcs_ecal  |       ft crystal (h:12, v:35)  |          -162.75*mm 193.75*mm 655.496429810852*mm  |16.4666652587581*deg 13.9438746920227*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 34 
     ddvcs_ecal12_36  |          ddvcs_ecal  |       ft crystal (h:12, v:36)  |          -162.75*mm 209.25*mm 650.401411893141*mm  |17.8344351699098*deg 14.048796205188*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 35 
     ddvcs_ecal12_37  |          ddvcs_ecal  |       ft crystal (h:12, v:37)  |          -162.75*mm 224.75*mm 645.161766668171*mm  |19.2066071416917*deg 14.1583218028419*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 36 
     ddvcs_ecal12_38  |          ddvcs_ecal  |       ft crystal (h:12, v:38)  |          -162.75*mm 240.25*mm 639.796030343006*mm  |20.5818882478019*deg 14.2722301988281*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 37 
     ddvcs_ecal12_39  |          ddvcs_ecal  |       ft crystal (h:12, v:39)  |          -162.75*mm 255.75*mm 634.320045162141*mm  |21.9589111279767*deg 14.3903442164674*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 38 
     ddvcs_ecal12_40  |          ddvcs_ecal  |       ft crystal (h:12, v:40)  |          -162.75*mm 271.25*mm 628.747358413725*mm  |23.3362544438709*deg 14.512524691635*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 39 
     ddvcs_ecal12_41  |          ddvcs_ecal  |       ft crystal (h:12, v:41)  |          -162.75*mm 286.75*mm 623.089571655224*mm  |24.7124613658816*deg 14.6386651628258*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 11 iv manual 40 
      ddvcs_ecal13_4  |          ddvcs_ecal  |        ft crystal (h:13, v:4)  |          -147.25*mm -286.75*mm 626.20377399193*mm  |-24.6041532696954*deg 13.2326754639943*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 12 iv manual 3 
      ddvcs_ecal13_5  |          ddvcs_ecal  |        ft crystal (h:13, v:5)  |         -147.25*mm -271.25*mm 631.996572437757*mm  |-23.2290268400677*deg 13.1155975564785*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 12 iv manual 4 
      ddvcs_ecal13_6  |          ddvcs_ecal  |        ft crystal (h:13, v:6)  |         -147.25*mm -255.75*mm 637.714356928287*mm  |-21.8530668791193*deg 13.0020151164115*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 12 iv manual 5 
      ddvcs_ecal13_7  |          ddvcs_ecal  |        ft crystal (h:13, v:7)  |          -147.25*mm -240.25*mm 643.34632185223*mm  |-20.4777583807878*deg 12.8920120958475*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 12 iv manual 6 
      ddvcs_ecal13_8  |          ddvcs_ecal  |        ft crystal (h:13, v:8)  |         -147.25*mm -224.75*mm 648.879697119468*mm  |-19.1045553537693*deg 12.7857025860099*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 12 iv manual 7 
      ddvcs_ecal13_9  |          ddvcs_ecal  |        ft crystal (h:13, v:9)  |         -147.25*mm -209.25*mm 654.299346624601*mm  |-17.7348633153405*deg 12.6832363749934*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 12 iv manual 8 
     ddvcs_ecal13_10  |          ddvcs_ecal  |       ft crystal (h:13, v:10)  |          -147.25*mm -193.75*mm 659.58728973027*mm  |-16.3700198686473*deg 12.5848056027241*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 12 iv manual 9 
     ddvcs_ecal13_11  |          ddvcs_ecal  |       ft crystal (h:13, v:11)  |         -147.25*mm -178.25*mm 664.722140823958*mm  |-15.0112727958803*deg 12.4906525868756*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 10 
     ddvcs_ecal13_12  |          ddvcs_ecal  |       ft crystal (h:13, v:12)  |         -147.25*mm -162.75*mm 669.678470965894*mm  |-13.6597548848404*deg 12.4010787696098*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 11 
     ddvcs_ecal13_13  |          ddvcs_ecal  |       ft crystal (h:13, v:13)  |         -147.25*mm -147.25*mm 674.426113249468*mm  |-12.316454490697*deg 12.316454490697*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 12 
     ddvcs_ecal13_14  |          ddvcs_ecal  |       ft crystal (h:13, v:14)  |         -147.25*mm -131.75*mm 678.929464673876*mm  |-10.9821806921813*deg 12.2372288586659*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 13 
     ddvcs_ecal13_15  |          ddvcs_ecal  |       ft crystal (h:13, v:15)  |         -147.25*mm -116.25*mm 683.146887818666*mm  |-9.65752198309313*deg 12.1639382876496*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 14 
     ddvcs_ecal13_16  |          ddvcs_ecal  |       ft crystal (h:13, v:16)  |         -147.25*mm -100.75*mm 687.030389439878*mm  |-8.34279801446482*deg 12.0972112365453*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 15 
